,Gender,Age,Socioeconomic Status
160,Male,47.35478526094936,Very Disadvantaged
161,Female,55.789399479077815,Very Disadvantaged
162,Male,40.89053344854831,Very Affluent
163,Female,19.420039129116418,Very Affluent
164,Female,30.23237185983463,Very Disadvantaged
165,Male,58.49439971877656,Very Affluent
166,Male,53.71030912579442,Average
167,Female,44.7234819680404,Affluent
168,Female,56.09425575868369,Very Disadvantaged
169,Female,69.30810637719313,Very Disadvantaged
170,Male,29.46562524548294,Affluent
171,Female,15.514673368953726,Affluent
172,Female,25.28798159058109,Very Affluent
173,Male,34.78214670596507,Affluent
174,Male,33.5763741053382,Very Disadvantaged
175,Female,35.10431097969508,Affluent
176,Female,44.01246954686577,Affluent
177,Male,52.89635554535266,Very Affluent
178,Male,21.986929504525627,Affluent
179,Male,49.22510364371186,Average
180,Male,22.81492399790971,Average
181,Female,44.93861683301459,Affluent
182,Male,47.12532166912703,Average
183,Male,28.922058546737425,Average
184,Male,36.71148229206113,Disadvantaged
185,Female,22.627151982515528,Average
186,Male,22.94343280981199,Very Affluent
187,Female,18.704494110901376,Average
188,Male,78.44141918822072,Average
189,Female,32.030290673185796,Disadvantaged
190,Male,54.63654813248339,Affluent
191,Male,40.55270896425305,Affluent
192,Female,29.65917898168565,Very Affluent
193,Female,33.6207961156159,Average
194,Female,70.90757242805,Very Affluent
195,Female,44.36203861997742,Affluent
196,Female,39.484913118438264,Very Disadvantaged
197,Female,51.91772236016698,Affluent
198,Male,27.540740339205062,Affluent
199,Male,17.634528833190984,Disadvantaged
200,Male,34.29031144621219,Disadvantaged
201,Female,47.70446268514153,Very Affluent
202,Male,35.21813837616796,Very Affluent
203,Male,41.30015600914392,Affluent
204,Male,54.92765442559428,Very Disadvantaged
205,Female,90.17301962394149,Average
206,Male,32.32372851009935,Very Affluent
207,Male,53.66640144223084,Very Affluent
208,Male,22.049581390969216,Very Affluent
209,Male,40.786172081219604,Disadvantaged
210,Male,26.08073605902904,Average
211,Male,17.672868025320508,Affluent
212,Female,16.044384853554035,Disadvantaged
213,Female,53.657150717688054,Average
214,Female,21.119252609174513,Very Affluent
215,Male,43.56832311929703,Very Disadvantaged
216,Female,29.348711044401064,Disadvantaged
217,Female,44.30284061462496,Disadvantaged
218,Female,45.724358352123346,Disadvantaged
219,Male,73.28834968264886,Average
220,Male,23.31371312469521,Very Affluent
221,Female,43.53612540399855,Average
222,Male,54.071753455624304,Disadvantaged
223,Male,44.69548112831303,Average
224,Female,44.515356897741206,Very Affluent
225,Male,22.657807892442143,Disadvantaged
226,Female,45.987700116968014,Disadvantaged
227,Male,29.27670610194491,Very Disadvantaged
228,Male,69.59687656865407,Very Disadvantaged
229,Male,23.596852172314346,Affluent
230,Female,74.79619417234909,Very Disadvantaged
231,Male,49.13067006171306,Affluent
232,Female,26.447166063571053,Affluent
233,Female,46.96190110632163,Average
234,Female,29.536843359319132,Disadvantaged
235,Female,48.027926056683285,Average
236,Female,65.33965611682738,Very Affluent
237,Male,50.93404675663253,Disadvantaged
238,Male,23.56320330623676,Affluent
239,Female,23.395592015999043,Very Affluent
240,Female,77.93675695687958,Disadvantaged
241,Female,21.688734695249593,Very Disadvantaged
242,Male,55.829328181496045,Very Affluent
243,Female,22.808769856883377,Very Disadvantaged
244,Male,22.986819301438626,Average
245,Male,30.59837925724575,Very Disadvantaged
246,Female,57.6239408910092,Affluent
247,Male,27.1678139838777,Affluent
248,Male,52.04239463154858,Very Disadvantaged
249,Female,24.779085125475632,Affluent
250,Female,41.13711392864867,Very Disadvantaged
251,Female,21.54137779142346,Affluent
252,Male,79.21646618205125,Disadvantaged
253,Female,75.36667954328342,Average
254,Male,36.42044390795557,Average
255,Female,40.63557177102649,Affluent
256,Male,42.16504611089567,Affluent
257,Female,51.53490879319866,Affluent
258,Male,17.82227542265619,Disadvantaged
259,Male,46.883485307679315,Average
260,Female,31.95267425798091,Very Disadvantaged
261,Male,25.282221845028264,Disadvantaged
262,Male,43.77127623409767,Affluent
263,Male,43.90800258741955,Very Affluent
264,Male,43.95026923645706,Very Affluent
265,Female,70.57994744238465,Disadvantaged
266,Female,55.50991686038895,Disadvantaged
267,Female,31.769782355924928,Disadvantaged
268,Male,28.150971978092983,Average
269,Female,48.59887291923896,Very Disadvantaged
270,Male,41.00447232880568,Very Disadvantaged
271,Female,38.6286252745437,Very Affluent
272,Female,51.09205797240785,Very Affluent
273,Female,19.845522011200714,Average
274,Male,48.432888220661034,Very Affluent
275,Female,35.6015992119129,Very Affluent
276,Female,39.659513463038934,Disadvantaged
277,Male,30.837246988228348,Very Disadvantaged
278,Female,37.86571620408369,Affluent
279,Female,44.61287027732469,Very Disadvantaged
280,Male,33.51839994051251,Affluent
281,Male,44.95622196011933,Affluent
282,Female,29.72400934302899,Very Disadvantaged
283,Female,68.74004662740751,Average
284,Male,48.66086542717524,Affluent
285,Male,34.50569527157981,Disadvantaged
286,Male,37.25698401675911,Affluent
287,Male,34.10362701430701,Affluent
288,Female,76.27495371941029,Average
289,Female,30.30755657541748,Very Disadvantaged
290,Female,20.463036084266307,Disadvantaged
291,Female,35.48121753916694,Disadvantaged
292,Female,47.756364601262916,Average
293,Male,46.39657028615076,Very Affluent
294,Female,47.4806203175549,Affluent
295,Female,52.35508774158619,Affluent
296,Male,44.80543036399625,Disadvantaged
297,Male,52.08675140619907,Average
298,Female,28.85116304256765,Disadvantaged
299,Male,65.38739828011992,Very Disadvantaged
300,Female,25.73393289268779,Very Affluent
301,Male,19.176704964203893,Affluent
302,Male,71.52479436244076,Disadvantaged
303,Male,48.5502009012034,Very Affluent
304,Female,31.25639914826121,Average
305,Female,52.61222127694159,Very Affluent
306,Male,39.98896216438358,Average
307,Female,17.556145819884897,Very Affluent
308,Male,50.02371179023959,Average
309,Female,24.093618565665093,Disadvantaged
310,Female,51.86837802164328,Very Disadvantaged
311,Male,33.63428554206025,Very Affluent
312,Female,24.600780359963956,Very Disadvantaged
313,Female,30.056966717786146,Very Disadvantaged
314,Male,47.53833101852145,Disadvantaged
315,Female,31.023548975852805,Affluent
316,Male,37.942766722982995,Affluent
317,Male,39.169898226338894,Average
318,Male,67.52564064762723,Affluent
319,Male,76.86968035920142,Average
320,Female,39.3656708785917,Very Affluent
321,Female,77.32349604285,Disadvantaged
322,Female,41.29183967777711,Disadvantaged
323,Male,50.937771743434766,Very Affluent
324,Female,42.651746555507515,Very Disadvantaged
325,Male,22.577317220459726,Affluent
326,Male,74.86054976105022,Disadvantaged
327,Female,80.38677416922715,Average
328,Female,55.385775625779026,Average
329,Female,67.45743980985479,Very Disadvantaged
330,Female,20.487079648984174,Average
331,Male,43.457314162967506,Very Affluent
332,Male,39.91984906893497,Disadvantaged
333,Female,47.12108149070244,Very Affluent
334,Female,44.9197103565038,Very Disadvantaged
335,Female,56.62963216177756,Average
336,Female,43.164037549086686,Disadvantaged
337,Male,46.4507955578725,Very Disadvantaged
338,Female,35.68121505603273,Very Disadvantaged
339,Male,35.84036591296567,Affluent
340,Female,37.125392602364066,Very Disadvantaged
341,Male,42.91831003384402,Very Disadvantaged
342,Female,21.158974963324,Very Affluent
343,Female,46.87584813022012,Very Disadvantaged
344,Male,65.45516567628775,Very Affluent
345,Female,98.36657492485969,Very Disadvantaged
346,Female,52.42628357686482,Very Affluent
347,Male,27.09145071442262,Disadvantaged
348,Female,19.62483528645094,Very Disadvantaged
349,Male,47.801175244536694,Average
350,Female,41.45803510750743,Disadvantaged
351,Female,34.55478257733612,Very Affluent
352,Male,22.893377599108327,Very Affluent
353,Female,39.391938570735604,Disadvantaged
354,Male,39.680995370766745,Average
355,Female,41.99484213672684,Average
356,Female,21.433414020005625,Very Disadvantaged
357,Male,17.748733124385705,Affluent
358,Female,21.021092894371684,Very Disadvantaged
359,Male,23.050330812714584,Very Disadvantaged
360,Male,27.706760958621302,Affluent
361,Female,31.0480338869193,Average
362,Male,30.908106012991425,Very Affluent
363,Male,88.71304404285846,Affluent
364,Male,16.704628477538613,Disadvantaged
365,Female,15.330418014893525,Affluent
366,Female,53.29041652741601,Very Affluent
367,Male,40.07471575915001,Average
368,Male,27.15705877566176,Very Affluent
369,Male,43.15517844603796,Average
370,Male,24.79259990883422,Average
371,Female,27.51362564591587,Disadvantaged
372,Male,44.78015826655344,Affluent
373,Female,54.42420015214786,Very Affluent
374,Male,41.11095446525628,Affluent
375,Male,41.52248114627645,Very Affluent
376,Female,47.705588198578255,Very Disadvantaged
377,Female,18.482433641694186,Very Affluent
378,Female,62.58793684994643,Affluent
379,Male,54.41039680896496,Very Affluent
380,Male,54.13273733291288,Affluent
381,Male,36.94598978202907,Disadvantaged
382,Male,49.36021603094569,Very Disadvantaged
383,Female,18.99962841228311,Average
384,Female,61.35158940421988,Very Affluent
385,Female,57.1334659887563,Affluent
386,Male,39.58998948536443,Average
387,Male,60.36204207576432,Very Affluent
388,Female,40.39710952817425,Average
389,Male,48.310397933478114,Affluent
390,Female,25.32454560527805,Average
391,Female,33.239146428080154,Disadvantaged
392,Male,45.7802599635882,Average
393,Female,48.75778184964075,Very Disadvantaged
394,Female,44.633674034124596,Disadvantaged
395,Female,42.75567642581601,Very Affluent
396,Female,33.82018269088529,Disadvantaged
397,Female,36.146871871757625,Disadvantaged
398,Male,74.00082602279087,Disadvantaged
399,Male,50.00128394275659,Affluent
400,Male,63.04929951702903,Affluent
401,Female,41.62863518425055,Average
402,Female,27.797283274933683,Very Disadvantaged
403,Male,50.72504668752238,Affluent
404,Male,30.186458096303255,Very Disadvantaged
405,Male,65.52263992128965,Affluent
406,Female,31.709187534482023,Disadvantaged
407,Female,31.01754589142613,Affluent
408,Female,19.309786633480996,Disadvantaged
409,Male,69.82514597932419,Affluent
410,Male,51.88261482339932,Very Affluent
411,Male,34.62413098272909,Disadvantaged
412,Male,31.865362574222782,Disadvantaged
413,Male,48.78944707561321,Very Disadvantaged
414,Female,23.495750468794036,Very Affluent
415,Female,51.570652698242995,Very Disadvantaged
416,Male,21.923759301817142,Disadvantaged
417,Female,18.104749185360856,Disadvantaged
418,Female,41.34187451424655,Very Disadvantaged
419,Female,65.62282879561792,Very Disadvantaged
420,Male,32.634459673685015,Disadvantaged
421,Female,58.87102277804564,Average
422,Male,47.00902437220897,Average
423,Female,32.91756019188601,Average
424,Male,62.64054545929,Very Affluent
425,Female,35.102467882109906,Disadvantaged
426,Male,35.67910433658349,Affluent
427,Female,42.54708776672699,Very Disadvantaged
428,Male,25.32161359660397,Affluent
429,Male,39.32703046034954,Average
430,Male,81.99839147321205,Very Affluent
431,Male,26.229002861952985,Very Affluent
432,Female,44.64197308725639,Average
433,Female,58.68203020309815,Very Affluent
434,Female,49.18317393240257,Very Affluent
435,Female,53.28509218893856,Very Disadvantaged
436,Female,36.02870188920397,Very Disadvantaged
437,Female,20.038124731245375,Disadvantaged
438,Male,46.826606173649196,Affluent
439,Female,17.934191734262203,Very Disadvantaged
440,Male,75.13444260753673,Very Disadvantaged
441,Male,23.843733865762534,Affluent
442,Female,23.489144295821433,Affluent
443,Male,51.660755561557245,Very Disadvantaged
444,Female,53.14031733642942,Average
445,Female,44.03180991700764,Very Disadvantaged
446,Male,27.100299342200824,Disadvantaged
447,Male,15.597129784778566,Average
448,Male,24.073131234285995,Disadvantaged
449,Female,44.83943247047079,Disadvantaged
450,Male,36.05288709223084,Very Disadvantaged
451,Female,33.93650630988717,Very Affluent
452,Male,26.705249589147407,Very Affluent
453,Male,66.57105238555533,Disadvantaged
454,Female,23.03733941885227,Average
455,Female,42.726516773961016,Affluent
456,Female,33.64292186616175,Very Disadvantaged
457,Female,69.85197035575675,Disadvantaged
458,Male,18.037612528477254,Very Disadvantaged
459,Female,67.37687043297012,Average
460,Female,59.64517341387118,Average
461,Female,20.44496295887182,Very Disadvantaged
462,Male,48.16533563497651,Very Affluent
463,Female,35.40891750303886,Affluent
464,Female,24.21229435547142,Disadvantaged
465,Female,35.19896367111834,Very Affluent
466,Male,40.45163978358376,Disadvantaged
467,Male,26.26889649024719,Affluent
468,Male,48.622980564026406,Disadvantaged
469,Male,59.987274718857236,Disadvantaged
470,Male,17.41718993706477,Average
471,Female,32.923343987127794,Average
472,Female,41.07421032767298,Very Affluent
473,Female,15.830164296514663,Disadvantaged
474,Male,54.91402621911475,Disadvantaged
475,Female,63.86268588389862,Very Affluent
476,Male,58.65518860591333,Very Affluent
477,Male,47.48947512326656,Average
478,Female,77.09396309843824,Disadvantaged
479,Male,25.196828212628724,Disadvantaged
480,Female,78.5803561263019,Average
481,Female,53.17548222569787,Average
482,Male,27.228320574976436,Affluent
483,Male,31.63100049021333,Affluent
484,Female,30.057285881319466,Average
485,Female,46.095931254297284,Very Disadvantaged
486,Male,28.592877456560117,Very Affluent
487,Female,16.720620708629745,Affluent
488,Male,29.247054534068162,Average
489,Female,42.259191433650926,Affluent
490,Female,15.79381362194771,Very Affluent
491,Female,26.683222473879628,Very Disadvantaged
492,Male,52.9116235875764,Very Affluent
493,Female,29.21492555663441,Average
494,Female,67.56795135167978,Very Disadvantaged
495,Female,91.80636553411674,Disadvantaged
496,Female,44.69604672739871,Very Disadvantaged
497,Female,41.94433526044908,Very Affluent
498,Female,54.660219833086515,Affluent
499,Male,30.19950938718621,Disadvantaged
500,Male,20.529666374305048,Very Disadvantaged
501,Female,66.66112476535494,Affluent
502,Male,23.740218904584804,Disadvantaged
503,Male,67.74181235932167,Affluent
504,Female,35.10698566179379,Very Affluent
505,Female,39.11262594768052,Affluent
506,Female,30.671360485747318,Affluent
507,Male,23.301226878851168,Affluent
508,Female,39.598562677795584,Disadvantaged
509,Female,32.02351961228922,Disadvantaged
510,Male,22.684661114114142,Disadvantaged
511,Female,34.360693212513226,Affluent
512,Male,81.14994071840857,Very Affluent
513,Female,60.311243459528384,Very Affluent
514,Female,49.47131478180597,Very Disadvantaged
515,Female,63.124774777889876,Average
516,Female,39.71898428262674,Average
517,Male,65.30075961051159,Affluent
518,Male,29.601959865591525,Very Disadvantaged
519,Male,19.663269758315682,Very Affluent
520,Female,18.26550820319561,Affluent
521,Female,35.88911231386112,Very Disadvantaged
522,Male,60.34389711446774,Very Affluent
523,Male,45.15286309525746,Very Affluent
524,Male,54.64868839010779,Very Disadvantaged
525,Female,39.42666136679581,Very Disadvantaged
526,Male,53.11321511020744,Disadvantaged
527,Male,24.433853612122704,Affluent
528,Female,47.56359042059217,Affluent
529,Female,31.108140064899978,Very Disadvantaged
530,Male,22.91939761497757,Average
531,Male,51.477948005327384,Very Affluent
532,Male,50.43400412334791,Affluent
533,Female,42.58485405712454,Very Disadvantaged
534,Female,42.33484359562513,Disadvantaged
535,Male,67.27009871258244,Very Disadvantaged
536,Male,28.42720525182908,Disadvantaged
537,Female,22.97516124508405,Very Disadvantaged
538,Male,19.57114409735522,Very Affluent
539,Male,28.17695552100171,Affluent
540,Male,66.3895282854,Very Disadvantaged
541,Male,35.93979990758994,Average
542,Male,30.00677647509304,Very Disadvantaged
543,Female,59.41662098907028,Very Disadvantaged
544,Female,21.587397838083405,Disadvantaged
545,Female,31.101051994458132,Affluent
546,Male,28.65697762581008,Affluent
547,Female,37.6825362382866,Disadvantaged
548,Female,81.99528899107003,Disadvantaged
549,Female,61.94909081421301,Average
550,Female,27.580721258786994,Average
551,Female,24.410656312863424,Very Affluent
552,Female,28.669742614203116,Disadvantaged
553,Female,49.576269250634084,Very Affluent
554,Male,62.441599149464395,Very Affluent
555,Female,40.39100342174172,Average
556,Male,31.718105020874585,Disadvantaged
557,Male,45.9868083861255,Very Affluent
558,Male,70.20028956225404,Very Affluent
559,Female,23.033289421310077,Affluent
560,Female,24.2521673699773,Very Disadvantaged
561,Female,16.38374198933784,Very Affluent
562,Female,27.336066342014277,Average
563,Male,47.80785505528065,Average
564,Male,26.864241785671222,Disadvantaged
565,Female,19.798177199680158,Disadvantaged
566,Female,24.632810337395327,Very Affluent
567,Female,28.183639483302706,Disadvantaged
568,Male,42.87858783111629,Disadvantaged
569,Female,66.84724729756418,Disadvantaged
570,Male,36.98697396639368,Average
571,Male,22.943810689901582,Average
572,Female,38.7318585619277,Very Disadvantaged
573,Male,25.52822397838756,Disadvantaged
574,Female,26.862577114142525,Very Affluent
575,Female,61.93602311933347,Affluent
576,Male,58.39403652337489,Very Disadvantaged
577,Female,64.93636260267999,Disadvantaged
578,Female,35.48977224052961,Very Disadvantaged
579,Female,43.23546771278841,Average
580,Male,49.82061548439881,Average
581,Male,15.720393778287534,Affluent
582,Male,54.9479751006813,Affluent
583,Male,56.69496898032248,Disadvantaged
584,Female,64.84633367965094,Disadvantaged
585,Male,57.884074172151436,Average
586,Female,48.68847423236993,Affluent
587,Female,48.713301968952536,Disadvantaged
588,Male,67.65489658464503,Very Disadvantaged
589,Male,32.674631007830286,Disadvantaged
590,Male,16.609755543861088,Average
591,Male,59.23397008403623,Average
592,Male,34.9492312469078,Very Affluent
593,Female,42.563988930305925,Affluent
594,Male,52.04446090516021,Affluent
595,Female,39.26386894901974,Very Affluent
596,Male,44.64501728253359,Affluent
597,Male,40.47120448683075,Average
598,Male,46.73911308320668,Very Affluent
599,Female,36.80857100665857,Average
600,Female,15.768123491659107,Affluent
601,Female,24.23002169298218,Very Affluent
602,Male,32.952094546468665,Disadvantaged
603,Female,51.55027503515632,Very Affluent
604,Male,52.79219135739435,Disadvantaged
605,Female,57.5076891930743,Very Affluent
606,Male,33.06126857981054,Disadvantaged
607,Male,25.25638347458031,Very Affluent
608,Female,53.103138556065026,Average
609,Male,54.81537860276337,Average
610,Male,36.233087223566415,Average
611,Male,23.955046810639836,Very Affluent
612,Female,45.64684890107269,Very Affluent
613,Male,31.04829370715217,Very Disadvantaged
614,Male,75.85002867876315,Very Affluent
615,Male,35.51124933215417,Affluent
616,Female,85.44913455468219,Very Affluent
617,Female,51.5982503370916,Average
618,Female,52.345720601747786,Very Affluent
619,Male,48.20865941769932,Average
620,Male,32.77912304293073,Very Disadvantaged
621,Female,27.55127752556155,Very Affluent
622,Male,27.089509224786177,Affluent
623,Male,21.0747105307333,Disadvantaged
624,Female,31.002664251038944,Very Disadvantaged
625,Male,35.7457338855526,Disadvantaged
626,Female,35.83126477594959,Disadvantaged
627,Female,20.273223876791953,Disadvantaged
628,Male,44.92521488051621,Disadvantaged
629,Male,51.595919903926934,Very Affluent
630,Male,69.61989904277152,Very Affluent
631,Female,32.91685567148684,Disadvantaged
632,Male,56.497838479119814,Average
633,Female,56.4998913098185,Average
634,Female,27.1269489537629,Average
635,Male,72.76777008630678,Very Disadvantaged
636,Female,56.68689143942301,Affluent
637,Female,37.097441045889184,Very Affluent
638,Female,59.345586241039754,Very Disadvantaged
639,Female,33.46799932050147,Very Disadvantaged
640,Female,87.07928345063553,Disadvantaged
641,Male,59.249909864515914,Very Affluent
642,Male,20.335258904643915,Disadvantaged
643,Female,39.33779483083976,Disadvantaged
644,Male,45.25105289972055,Average
645,Male,51.04065514909907,Disadvantaged
646,Female,30.596305204008367,Affluent
647,Female,59.67509111582672,Average
648,Male,37.98145425489105,Affluent
649,Female,30.791282694338356,Very Disadvantaged
650,Female,70.88853095358076,Disadvantaged
651,Female,38.89843232160207,Average
652,Female,57.6247673890342,Affluent
653,Male,52.917312400763564,Very Disadvantaged
654,Female,37.08513297684,Average
655,Female,40.478693385451486,Very Affluent
656,Female,49.574688722108085,Disadvantaged
657,Male,53.43942713521915,Average
658,Male,25.876070135078443,Affluent
659,Female,42.84408214640277,Average
660,Male,48.77649536405856,Very Disadvantaged
661,Male,64.24050032100956,Average
662,Female,43.74057773177539,Average
663,Male,63.88361744675743,Affluent
664,Male,16.51638807391081,Disadvantaged
665,Male,29.141691698511238,Very Affluent
666,Male,19.483240435199964,Average
667,Male,60.032319904801206,Affluent
668,Female,43.57680794639158,Disadvantaged
669,Male,56.35488157115907,Very Disadvantaged
670,Male,51.84841074496069,Very Disadvantaged
671,Female,41.16011486418041,Very Disadvantaged
672,Male,29.16095376577462,Average
673,Male,17.23313547013026,Very Disadvantaged
674,Female,53.43074313485952,Very Disadvantaged
675,Male,39.46736647687544,Disadvantaged
676,Female,59.20003799298267,Disadvantaged
677,Male,33.456041246315316,Affluent
678,Female,49.77815949300363,Affluent
679,Male,22.02067124232643,Very Disadvantaged
680,Female,43.66737942059458,Average
681,Male,19.28532515673709,Affluent
682,Female,56.55965974369226,Very Affluent
683,Male,59.54493060228947,Affluent
684,Male,31.98360577681964,Very Affluent
685,Male,29.679198575101836,Very Disadvantaged
686,Male,34.70574272518457,Disadvantaged
687,Male,81.07512988786522,Very Affluent
688,Male,46.03721048778708,Disadvantaged
689,Female,27.67740220782712,Affluent
690,Female,38.1442441291276,Average
691,Male,25.06627593349242,Average
692,Male,52.615525648427486,Average
693,Male,38.092504814616355,Affluent
694,Male,30.451747843223288,Average
695,Male,33.04265665448711,Average
696,Male,73.34773011126663,Very Disadvantaged
697,Male,29.279807127379996,Affluent
698,Male,18.780891788383475,Very Affluent
699,Male,22.658081095869797,Very Affluent
700,Male,46.15013547114629,Affluent
701,Male,18.899301188199495,Very Affluent
702,Female,55.19827150638059,Affluent
703,Female,29.213147969813406,Disadvantaged
704,Male,25.652236626434416,Very Affluent
705,Male,35.374900367547184,Very Disadvantaged
706,Male,26.8850062060304,Average
707,Female,26.65160142185353,Average
708,Male,19.945826415832034,Very Disadvantaged
709,Female,43.09474366038947,Very Affluent
710,Male,17.058942861430097,Disadvantaged
711,Male,48.912813655233386,Disadvantaged
712,Male,54.22528913300533,Disadvantaged
713,Female,33.308417552512715,Very Disadvantaged
